Player,Score,Wrong,Fixed_total,Attempted,Accuracy_fixed,Accuracy_attempted,Max_streak,Difficulty,Date,Completed
SmartBot11,8,2,10,10,0.8,0.8,6,easy,2025-07-03 20:04:20,True
SmartBot18,6,4,10,10,0.6,0.6,3,easy,2025-07-03 20:04:20,True
SmartBot13,8,2,10,10,0.8,0.8,7,easy,2025-07-03 20:04:20,True
SmartBot18,0,2,10,3,0.0,0.0,0,hard,2025-07-03 20:04:20,False
SmartBot18,9,1,10,10,0.9,0.9,9,easy,2025-07-03 20:04:20,True
SmartBot9,7,3,10,10,0.7,0.7,5,medium,2025-07-03 20:04:20,True
SmartBot19,2,2,10,5,0.2,0.4,1,hard,2025-07-03 20:04:20,False
SmartBot1,8,2,10,10,0.8,0.8,5,medium,2025-07-03 20:04:20,True
SmartBot1,8,2,10,10,0.8,0.8,8,easy,2025-07-03 20:04:20,True
SmartBot17,9,1,10,10,0.9,0.9,9,medium,2025-07-03 20:04:20,True
SmartBot2,7,3,10,10,0.7,0.7,4,easy,2025-07-03 20:04:20,True
SmartBot19,2,2,10,5,0.2,0.4,1,hard,2025-07-03 20:04:20,False
SmartBot3,8,2,10,10,0.8,0.8,7,medium,2025-07-03 20:04:20,True
SmartBot6,5,2,10,8,0.5,0.62,5,hard,2025-07-03 20:04:20,False
SmartBot18,2,2,10,5,0.2,0.4,2,hard,2025-07-03 20:04:20,False
SmartBot1,5,2,10,8,0.5,0.62,5,hard,2025-07-03 20:04:20,False
SmartBot14,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:04:20,False
SmartBot20,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:04:20,False
SmartBot20,4,2,10,7,0.4,0.57,2,hard,2025-07-03 20:04:20,False
SmartBot20,2,2,10,5,0.2,0.4,1,hard,2025-07-03 20:04:20,False
SmartBot13,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:04:20,True
SmartBot2,4,4,10,9,0.4,0.44,2,easy,2025-07-03 20:04:20,False
SmartBot17,7,3,10,10,0.7,0.7,5,medium,2025-07-03 20:04:20,True
SmartBot5,9,1,10,10,0.9,0.9,8,easy,2025-07-03 20:04:20,True
SmartBot16,6,3,10,10,0.6,0.6,2,medium,2025-07-03 20:04:20,False
SmartBot1,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:04:21,True
SmartBot11,2,3,10,6,0.2,0.33,1,medium,2025-07-03 20:04:21,False
SmartBot4,9,1,10,10,0.9,0.9,8,easy,2025-07-03 20:04:21,True
SmartBot2,7,3,10,10,0.7,0.7,7,easy,2025-07-03 20:04:21,True
SmartBot11,0,2,10,3,0.0,0.0,0,hard,2025-07-03 20:04:21,False
SmartBot14,9,1,10,10,0.9,0.9,9,medium,2025-07-03 20:04:21,True
SmartBot16,9,1,10,10,0.9,0.9,8,medium,2025-07-03 20:04:21,True
SmartBot3,9,1,10,10,0.9,0.9,6,medium,2025-07-03 20:04:21,True
SmartBot1,9,1,10,10,0.9,0.9,9,easy,2025-07-03 20:04:21,True
SmartBot14,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:04:21,False
SmartBot11,5,3,10,9,0.5,0.56,3,medium,2025-07-03 20:04:21,False
SmartBot18,8,2,10,10,0.8,0.8,6,medium,2025-07-03 20:04:21,True
SmartBot15,2,2,10,5,0.2,0.4,2,hard,2025-07-03 20:04:21,False
SmartBot2,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:04:21,True
SmartBot17,8,2,10,10,0.8,0.8,4,medium,2025-07-03 20:04:21,True
SmartBot14,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:04:21,False
SmartBot13,3,2,10,6,0.3,0.5,2,hard,2025-07-03 20:04:21,False
SmartBot17,6,2,10,9,0.6,0.67,4,hard,2025-07-03 20:04:21,False
SmartBot2,2,2,10,5,0.2,0.4,2,hard,2025-07-03 20:04:21,False
SmartBot4,4,2,10,7,0.4,0.57,2,hard,2025-07-03 20:04:21,False
SmartBot2,9,1,10,10,0.9,0.9,9,easy,2025-07-03 20:04:21,True
SmartBot7,9,1,10,10,0.9,0.9,9,medium,2025-07-03 20:04:21,True
SmartBot20,4,2,10,7,0.4,0.57,3,hard,2025-07-03 20:04:21,False
SmartBot5,7,3,10,10,0.7,0.7,4,easy,2025-07-03 20:04:21,True
SmartBot17,8,2,10,10,0.8,0.8,8,medium,2025-07-03 20:04:21,True
SmartBot7,5,3,10,9,0.5,0.56,3,medium,2025-07-03 20:04:21,False
SmartBot15,3,2,10,6,0.3,0.5,3,hard,2025-07-03 20:04:21,False
SmartBot9,9,1,10,10,0.9,0.9,8,easy,2025-07-03 20:04:21,True
SmartBot15,8,2,10,10,0.8,0.8,5,medium,2025-07-03 20:04:21,True
SmartBot2,3,4,10,8,0.3,0.38,2,easy,2025-07-03 20:04:21,False
SmartBot16,9,1,10,10,0.9,0.9,5,easy,2025-07-03 20:04:21,True
SmartBot8,7,3,10,10,0.7,0.7,6,easy,2025-07-03 20:04:21,True
SmartBot11,0,2,10,3,0.0,0.0,0,hard,2025-07-03 20:04:21,False
SmartBot16,3,2,10,6,0.3,0.5,3,hard,2025-07-03 20:04:22,False
SmartBot9,4,2,10,7,0.4,0.57,3,hard,2025-07-03 20:04:22,False
SmartBot7,6,2,10,9,0.6,0.67,6,hard,2025-07-03 20:04:22,False
SmartBot7,8,2,10,10,0.8,0.8,7,easy,2025-07-03 20:04:22,True
SmartBot4,0,2,10,3,0.0,0.0,0,hard,2025-07-03 20:04:22,False
SmartBot17,8,2,10,10,0.8,0.8,5,easy,2025-07-03 20:04:22,True
SmartBot3,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:04:22,True
SmartBot7,10,0,10,10,1.0,1.0,10,medium,2025-07-03 20:04:22,True
SmartBot8,6,2,10,9,0.6,0.67,4,hard,2025-07-03 20:04:22,False
SmartBot6,8,2,10,10,0.8,0.8,7,easy,2025-07-03 20:04:22,True
SmartBot4,8,2,10,10,0.8,0.8,6,medium,2025-07-03 20:04:22,True
SmartBot2,7,3,10,10,0.7,0.7,4,easy,2025-07-03 20:04:22,True
SmartBot13,8,2,10,10,0.8,0.8,6,easy,2025-07-03 20:04:22,True
SmartBot20,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:04:22,False
SmartBot17,8,2,10,10,0.8,0.8,5,medium,2025-07-03 20:04:22,True
SmartBot5,2,2,10,5,0.2,0.4,1,hard,2025-07-03 20:04:22,False
SmartBot7,7,3,10,10,0.7,0.7,4,easy,2025-07-03 20:04:22,True
SmartBot6,7,3,10,10,0.7,0.7,3,medium,2025-07-03 20:04:22,True
SmartBot15,9,1,10,10,0.9,0.9,5,medium,2025-07-03 20:04:22,True
SmartBot5,9,1,10,10,0.9,0.9,6,easy,2025-07-03 20:04:22,True
SmartBot5,9,1,10,10,0.9,0.9,6,hard,2025-07-03 20:04:22,True
SmartBot8,8,2,10,10,0.8,0.8,4,easy,2025-07-03 20:04:22,True
SmartBot2,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:04:22,False
SmartBot5,3,2,10,6,0.3,0.5,3,hard,2025-07-03 20:04:22,False
SmartBot9,8,2,10,10,0.8,0.8,4,medium,2025-07-03 20:04:22,True
SmartBot20,3,2,10,6,0.3,0.5,3,hard,2025-07-03 20:04:22,False
SmartBot15,4,2,10,7,0.4,0.57,4,hard,2025-07-03 20:04:22,False
SmartBot11,8,2,10,10,0.8,0.8,5,hard,2025-07-03 20:04:22,True
SmartBot16,9,1,10,10,0.9,0.9,9,easy,2025-07-03 20:04:22,True
SmartBot12,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:04:22,True
SmartBot13,2,2,10,5,0.2,0.4,1,hard,2025-07-03 20:04:22,False
SmartBot12,8,2,10,10,0.8,0.8,4,medium,2025-07-03 20:04:22,True
SmartBot11,4,3,10,8,0.4,0.5,2,medium,2025-07-03 20:04:23,False
SmartBot14,9,1,10,10,0.9,0.9,5,medium,2025-07-03 20:04:23,True
SmartBot8,8,2,10,10,0.8,0.8,4,medium,2025-07-03 20:04:23,True
SmartBot14,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:04:23,True
SmartBot17,5,2,10,8,0.5,0.62,4,hard,2025-07-03 20:04:23,False
SmartBot15,7,3,10,10,0.7,0.7,3,medium,2025-07-03 20:04:23,True
SmartBot4,8,2,10,10,0.8,0.8,6,medium,2025-07-03 20:04:23,True
SmartBot14,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:04:23,True
SmartBot13,9,1,10,10,0.9,0.9,6,easy,2025-07-03 20:04:23,True
SmartBot14,7,2,10,10,0.7,0.7,6,hard,2025-07-03 20:04:23,False
SmartBot6,4,2,10,7,0.4,0.57,2,hard,2025-07-03 20:04:23,False
SmartBot1,6,3,10,10,0.6,0.6,5,medium,2025-07-03 20:04:23,False
SmartBot15,4,2,10,7,0.4,0.57,2,hard,2025-07-03 20:04:23,False
SmartBot13,2,2,10,5,0.2,0.4,2,hard,2025-07-03 20:04:23,False
SmartBot3,7,3,10,10,0.7,0.7,5,medium,2025-07-03 20:04:23,True
SmartBot2,4,2,10,7,0.4,0.57,4,hard,2025-07-03 20:04:23,False
SmartBot19,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:04:23,True
SmartBot11,8,2,10,10,0.8,0.8,5,medium,2025-07-03 20:04:23,True
SmartBot19,1,3,10,5,0.1,0.2,1,medium,2025-07-03 20:04:23,False
SmartBot9,9,1,10,10,0.9,0.9,6,easy,2025-07-03 20:04:23,True
SmartBot10,4,2,10,7,0.4,0.57,3,hard,2025-07-03 20:04:23,False
SmartBot14,3,2,10,6,0.3,0.5,2,hard,2025-07-03 20:04:23,False
SmartBot10,4,2,10,7,0.4,0.57,3,hard,2025-07-03 20:04:23,False
SmartBot11,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:04:23,False
SmartBot12,4,3,10,8,0.4,0.5,4,medium,2025-07-03 20:04:23,False
SmartBot6,3,2,10,6,0.3,0.5,2,hard,2025-07-03 20:04:23,False
SmartBot9,4,3,10,8,0.4,0.5,2,medium,2025-07-03 20:04:23,False
SmartBot4,8,2,10,10,0.8,0.8,4,medium,2025-07-03 20:04:23,True
SmartBot6,5,3,10,9,0.5,0.56,5,medium,2025-07-03 20:04:23,False
SmartBot13,9,1,10,10,0.9,0.9,6,easy,2025-07-03 20:04:23,True
SmartBot5,8,2,10,10,0.8,0.8,7,hard,2025-07-03 20:04:23,True
SmartBot3,9,1,10,10,0.9,0.9,9,easy,2025-07-03 20:04:24,True
SmartBot17,3,2,10,6,0.3,0.5,2,hard,2025-07-03 20:04:24,False
SmartBot4,4,2,10,7,0.4,0.57,3,hard,2025-07-03 20:04:24,False
SmartBot8,3,2,10,6,0.3,0.5,3,hard,2025-07-03 20:04:24,False
SmartBot5,8,2,10,10,0.8,0.8,7,medium,2025-07-03 20:04:24,True
SmartBot17,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:04:24,True
SmartBot9,6,4,10,10,0.6,0.6,4,easy,2025-07-03 20:04:24,True
SmartBot3,6,3,10,10,0.6,0.6,4,medium,2025-07-03 20:04:24,False
SmartBot15,2,3,10,6,0.2,0.33,1,medium,2025-07-03 20:04:24,False
SmartBot15,9,1,10,10,0.9,0.9,9,medium,2025-07-03 20:04:24,True
SmartBot3,9,1,10,10,0.9,0.9,8,easy,2025-07-03 20:04:24,True
SmartBot10,9,1,10,10,0.9,0.9,5,easy,2025-07-03 20:04:24,True
SmartBot3,3,3,10,7,0.3,0.43,3,medium,2025-07-03 20:04:24,False
SmartBot16,10,0,10,10,1.0,1.0,10,medium,2025-07-03 20:04:24,True
SmartBot19,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:04:24,True
SmartBot13,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:04:24,True
SmartBot4,4,3,10,8,0.4,0.5,3,medium,2025-07-03 20:04:24,False
SmartBot1,4,2,10,7,0.4,0.57,4,hard,2025-07-03 20:04:24,False
SmartBot8,9,1,10,10,0.9,0.9,7,easy,2025-07-03 20:04:24,True
SmartBot15,8,2,10,10,0.8,0.8,8,easy,2025-07-03 20:04:24,True
SmartBot4,2,2,10,5,0.2,0.4,2,hard,2025-07-03 20:04:24,False
SmartBot8,8,2,10,10,0.8,0.8,8,medium,2025-07-03 20:04:24,True
SmartBot4,9,1,10,10,0.9,0.9,6,medium,2025-07-03 20:04:24,True
SmartBot11,7,3,10,10,0.7,0.7,3,easy,2025-07-03 20:04:24,True
SmartBot6,6,3,10,10,0.6,0.6,3,medium,2025-07-03 20:04:24,False
SmartBot14,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:04:24,False
SmartBot14,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:04:24,False
SmartBot14,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:04:24,True
SmartBot19,2,2,10,5,0.2,0.4,1,hard,2025-07-03 20:04:24,False
SmartBot17,4,2,10,7,0.4,0.57,2,hard,2025-07-03 20:04:24,False
SmartBot18,8,2,10,10,0.8,0.8,6,hard,2025-07-03 20:04:24,True
SmartBot20,10,0,10,10,1.0,1.0,10,medium,2025-07-03 20:04:24,True
SmartBot7,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:04:25,False
SmartBot17,7,3,10,10,0.7,0.7,3,medium,2025-07-03 20:04:25,True
SmartBot5,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:04:25,False
SmartBot10,5,3,10,9,0.5,0.56,3,medium,2025-07-03 20:04:25,False
SmartBot17,9,1,10,10,0.9,0.9,9,easy,2025-07-03 20:04:25,True
SmartBot2,8,2,10,10,0.8,0.8,7,medium,2025-07-03 20:04:25,True
SmartBot4,9,1,10,10,0.9,0.9,7,easy,2025-07-03 20:04:25,True
SmartBot17,7,3,10,10,0.7,0.7,4,medium,2025-07-03 20:04:25,True
SmartBot1,3,3,10,7,0.3,0.43,3,medium,2025-07-03 20:04:25,False
SmartBot7,3,2,10,6,0.3,0.5,3,hard,2025-07-03 20:04:25,False
SmartBot13,8,2,10,10,0.8,0.8,5,easy,2025-07-03 20:04:25,True
SmartBot20,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:04:25,False
SmartBot9,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:04:25,True
SmartBot14,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:04:25,True
SmartBot3,8,2,10,10,0.8,0.8,6,medium,2025-07-03 20:04:25,True
SmartBot15,7,3,10,10,0.7,0.7,5,easy,2025-07-03 20:04:25,True
SmartBot5,9,1,10,10,0.9,0.9,9,medium,2025-07-03 20:04:25,True
SmartBot9,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:04:25,True
SmartBot14,5,3,10,9,0.5,0.56,2,medium,2025-07-03 20:04:25,False
SmartBot14,8,2,10,10,0.8,0.8,6,medium,2025-07-03 20:04:25,True
SmartBot18,4,3,10,8,0.4,0.5,3,medium,2025-07-03 20:04:25,False
SmartBot1,9,1,10,10,0.9,0.9,6,easy,2025-07-03 20:04:25,True
SmartBot10,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:04:25,False
SmartBot4,5,3,10,9,0.5,0.56,3,medium,2025-07-03 20:04:25,False
SmartBot15,8,2,10,10,0.8,0.8,7,medium,2025-07-03 20:04:25,True
SmartBot10,4,2,10,7,0.4,0.57,2,hard,2025-07-03 20:04:25,False
SmartBot13,2,2,10,5,0.2,0.4,2,hard,2025-07-03 20:04:25,False
SmartBot15,3,2,10,6,0.3,0.5,2,hard,2025-07-03 20:04:25,False
SmartBot8,9,1,10,10,0.9,0.9,9,easy,2025-07-03 20:04:25,True
SmartBot20,4,3,10,8,0.4,0.5,2,medium,2025-07-03 20:04:25,False
SmartBot14,5,2,10,8,0.5,0.62,3,hard,2025-07-03 20:04:25,False
SmartBot8,4,2,10,7,0.4,0.57,3,hard,2025-07-03 20:04:25,False
SmartBot16,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:04:26,False
SmartBot19,8,2,10,10,0.8,0.8,7,easy,2025-07-03 20:04:26,True
SmartBot15,8,2,10,10,0.8,0.8,4,easy,2025-07-03 20:04:26,True
SmartBot8,5,3,10,9,0.5,0.56,5,medium,2025-07-03 20:04:26,False
SmartBot1,4,2,10,7,0.4,0.57,3,hard,2025-07-03 20:04:26,False
SmartBot17,9,1,10,10,0.9,0.9,5,easy,2025-07-03 20:04:26,True
SmartBot14,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:04:26,True
SmartBot5,2,2,10,5,0.2,0.4,1,hard,2025-07-03 20:04:26,False
SmartBot5,9,1,10,10,0.9,0.9,7,easy,2025-07-03 20:04:26,True
SmartBot2,2,3,10,6,0.2,0.33,1,medium,2025-07-03 20:04:26,False
SmartBot11,7,3,10,10,0.7,0.7,3,easy,2025-07-03 20:04:26,True
SmartBot8,7,3,10,10,0.7,0.7,7,easy,2025-07-03 20:04:26,True
SmartBot18,5,2,10,8,0.5,0.62,4,hard,2025-07-03 20:04:26,False
SmartBot1,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:04:26,True
SmartBot7,10,0,10,10,1.0,1.0,10,medium,2025-07-03 20:04:26,True
SmartBot10,2,2,10,5,0.2,0.4,2,hard,2025-07-03 20:04:26,False
SmartBot12,8,2,10,10,0.8,0.8,7,easy,2025-07-03 20:04:26,True
SmartBot9,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:04:26,True
SmartBot14,8,2,10,10,0.8,0.8,4,medium,2025-07-03 20:04:26,True
SmartBot1,8,2,10,10,0.8,0.8,5,easy,2025-07-03 20:04:26,True
SmartBot13,9,1,10,10,0.9,0.9,9,medium,2025-07-03 20:04:26,True
SmartBot5,6,3,10,10,0.6,0.6,5,medium,2025-07-03 20:04:26,False
SmartBot15,6,2,10,9,0.6,0.67,4,hard,2025-07-03 20:04:26,False
SmartBot1,0,2,10,3,0.0,0.0,0,hard,2025-07-03 20:04:26,False
SmartBot13,3,2,10,6,0.3,0.5,3,hard,2025-07-03 20:04:26,False
SmartBot7,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:04:26,True
SmartBot3,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:04:26,False
SmartBot6,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:04:26,False
SmartBot20,6,4,10,10,0.6,0.6,3,easy,2025-07-03 20:04:26,True
SmartBot10,9,1,10,10,0.9,0.9,8,easy,2025-07-03 20:04:26,True
SmartBot19,9,1,10,10,0.9,0.9,7,easy,2025-07-03 20:04:26,True
SmartBot18,4,2,10,7,0.4,0.57,3,hard,2025-07-03 20:04:26,False
SmartBot18,9,1,10,10,0.9,0.9,7,easy,2025-07-03 20:04:27,True
SmartBot1,0,2,10,3,0.0,0.0,0,hard,2025-07-03 20:04:27,False
SmartBot8,2,2,10,5,0.2,0.4,1,hard,2025-07-03 20:04:27,False
SmartBot13,3,3,10,7,0.3,0.43,2,medium,2025-07-03 20:04:27,False
SmartBot1,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:04:27,False
SmartBot15,9,1,10,10,0.9,0.9,6,easy,2025-07-03 20:04:27,True
SmartBot17,9,1,10,10,0.9,0.9,6,easy,2025-07-03 20:04:27,True
SmartBot7,0,2,10,3,0.0,0.0,0,hard,2025-07-03 20:04:27,False
SmartBot8,7,3,10,10,0.7,0.7,6,medium,2025-07-03 20:04:27,True
SmartBot17,2,2,10,5,0.2,0.4,2,hard,2025-07-03 20:04:27,False
SmartBot5,8,2,10,10,0.8,0.8,4,easy,2025-07-03 20:04:27,True
SmartBot13,6,3,10,10,0.6,0.6,5,medium,2025-07-03 20:04:27,False
SmartBot11,3,3,10,7,0.3,0.43,3,medium,2025-07-03 20:04:27,False
SmartBot1,8,2,10,10,0.8,0.8,7,medium,2025-07-03 20:04:27,True
SmartBot2,8,2,10,10,0.8,0.8,5,easy,2025-07-03 20:04:27,True
SmartBot13,9,1,10,10,0.9,0.9,8,medium,2025-07-03 20:04:27,True
SmartBot14,8,2,10,10,0.8,0.8,4,medium,2025-07-03 20:04:27,True
SmartBot13,6,3,10,10,0.6,0.6,3,medium,2025-07-03 20:04:27,False
SmartBot1,8,2,10,10,0.8,0.8,4,easy,2025-07-03 20:04:27,True
SmartBot11,4,2,10,7,0.4,0.57,3,hard,2025-07-03 20:04:27,False
SmartBot13,9,1,10,10,0.9,0.9,8,medium,2025-07-03 20:04:27,True
SmartBot4,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:04:27,True
SmartBot1,6,3,10,10,0.6,0.6,4,medium,2025-07-03 20:04:27,False
SmartBot8,3,2,10,6,0.3,0.5,2,hard,2025-07-03 20:04:27,False
SmartBot17,6,3,10,10,0.6,0.6,6,medium,2025-07-03 20:04:27,False
SmartBot5,3,2,10,6,0.3,0.5,2,hard,2025-07-03 20:04:27,False
SmartBot20,5,2,10,8,0.5,0.62,4,hard,2025-07-03 20:04:27,False
SmartBot20,9,1,10,10,0.9,0.9,6,easy,2025-07-03 20:04:27,True
SmartBot11,8,2,10,10,0.8,0.8,3,easy,2025-07-03 20:04:27,True
SmartBot11,9,1,10,10,0.9,0.9,5,easy,2025-07-03 20:04:27,True
SmartBot1,9,1,10,10,0.9,0.9,6,easy,2025-07-03 20:04:27,True
SmartBot18,9,1,10,10,0.9,0.9,8,easy,2025-07-03 20:04:27,True
SmartBot5,8,2,10,10,0.8,0.8,7,medium,2025-07-03 20:04:28,True
SmartBot9,4,2,10,7,0.4,0.57,4,hard,2025-07-03 20:04:28,False
SmartBot4,8,2,10,10,0.8,0.8,5,easy,2025-07-03 20:04:28,True
SmartBot4,4,2,10,7,0.4,0.57,4,hard,2025-07-03 20:04:28,False
SmartBot17,9,1,10,10,0.9,0.9,8,easy,2025-07-03 20:04:28,True
SmartBot19,8,2,10,10,0.8,0.8,6,easy,2025-07-03 20:04:28,True
SmartBot19,4,2,10,7,0.4,0.57,3,hard,2025-07-03 20:04:28,False
SmartBot14,8,2,10,10,0.8,0.8,4,easy,2025-07-03 20:04:28,True
SmartBot18,7,3,10,10,0.7,0.7,3,easy,2025-07-03 20:04:28,True
SmartBot2,6,2,10,9,0.6,0.67,5,hard,2025-07-03 20:04:28,False
SmartBot2,3,2,10,6,0.3,0.5,2,hard,2025-07-03 20:04:28,False
SmartBot4,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:04:28,False
SmartBot1,9,1,10,10,0.9,0.9,7,easy,2025-07-03 20:04:28,True
SmartBot4,8,2,10,10,0.8,0.8,4,medium,2025-07-03 20:04:28,True
SmartBot7,2,2,10,5,0.2,0.4,2,hard,2025-07-03 20:04:28,False
SmartBot20,6,3,10,10,0.6,0.6,4,medium,2025-07-03 20:04:28,False
SmartBot11,9,1,10,10,0.9,0.9,8,medium,2025-07-03 20:04:28,True
SmartBot17,2,2,10,5,0.2,0.4,1,hard,2025-07-03 20:04:28,False
SmartBot7,5,3,10,9,0.5,0.56,4,medium,2025-07-03 20:04:28,False
SmartBot4,7,3,10,10,0.7,0.7,3,easy,2025-07-03 20:04:28,True
SmartBot17,0,2,10,3,0.0,0.0,0,hard,2025-07-03 20:04:28,False
SmartBot5,5,2,10,8,0.5,0.62,5,hard,2025-07-03 20:04:28,False
SmartBot2,8,2,10,10,0.8,0.8,6,medium,2025-07-03 20:04:28,True
SmartBot16,8,2,10,10,0.8,0.8,8,medium,2025-07-03 20:04:28,True
SmartBot14,2,2,10,5,0.2,0.4,1,hard,2025-07-03 20:04:28,False
SmartBot15,8,2,10,10,0.8,0.8,5,medium,2025-07-03 20:04:28,True
SmartBot4,4,2,10,7,0.4,0.57,3,hard,2025-07-03 20:04:28,False
SmartBot17,6,2,10,9,0.6,0.67,6,hard,2025-07-03 20:04:28,False
SmartBot4,9,1,10,10,0.9,0.9,6,easy,2025-07-03 20:04:28,True
SmartBot8,2,2,10,5,0.2,0.4,1,hard,2025-07-03 20:04:28,False
SmartBot6,4,2,10,7,0.4,0.57,3,hard,2025-07-03 20:04:28,False
SmartBot8,7,3,10,10,0.7,0.7,3,easy,2025-07-03 20:04:29,True
SmartBot14,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:04:29,True
SmartBot20,2,2,10,5,0.2,0.4,2,hard,2025-07-03 20:04:29,False
SmartBot9,9,1,10,10,0.9,0.9,8,easy,2025-07-03 20:04:29,True
SmartBot19,3,3,10,7,0.3,0.43,2,medium,2025-07-03 20:04:29,False
SmartBot4,7,3,10,10,0.7,0.7,3,easy,2025-07-03 20:04:29,True
SmartBot19,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:04:29,False
SmartBot12,7,3,10,10,0.7,0.7,6,easy,2025-07-03 20:04:29,True
SmartBot2,9,1,10,10,0.9,0.9,6,easy,2025-07-03 20:04:29,True
SmartBot4,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:04:29,True
SmartBot9,9,1,10,10,0.9,0.9,7,easy,2025-07-03 20:04:29,True
SmartBot1,9,1,10,10,0.9,0.9,6,medium,2025-07-03 20:04:29,True
SmartBot4,8,2,10,10,0.8,0.8,5,easy,2025-07-03 20:04:29,True
SmartBot13,2,2,10,5,0.2,0.4,2,hard,2025-07-03 20:04:29,False
SmartBot1,2,2,10,5,0.2,0.4,2,hard,2025-07-03 20:04:29,False
SmartBot13,3,3,10,7,0.3,0.43,3,medium,2025-07-03 20:04:29,False
SmartBot12,6,3,10,10,0.6,0.6,2,medium,2025-07-03 20:04:29,False
SmartBot1,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:04:29,False
SmartBot17,0,2,10,3,0.0,0.0,0,hard,2025-07-03 20:04:29,False
SmartBot14,4,3,10,8,0.4,0.5,4,medium,2025-07-03 20:04:29,False
SmartBot18,4,3,10,8,0.4,0.5,2,medium,2025-07-03 20:04:29,False
SmartBot6,9,1,10,10,0.9,0.9,6,easy,2025-07-03 20:04:29,True
SmartBot13,9,1,10,10,0.9,0.9,9,medium,2025-07-03 20:04:29,True
SmartBot10,8,2,10,10,0.8,0.8,3,easy,2025-07-03 20:04:29,True
SmartBot5,8,2,10,10,0.8,0.8,4,medium,2025-07-03 20:04:29,True
SmartBot8,7,3,10,10,0.7,0.7,5,easy,2025-07-03 20:04:29,True
SmartBot8,5,3,10,9,0.5,0.56,2,medium,2025-07-03 20:04:29,False
SmartBot19,1,2,10,4,0.1,0.25,1,hard,2025-07-03 20:04:29,False
SmartBot14,10,0,10,10,1.0,1.0,10,easy,2025-07-03 20:04:29,True
SmartBot20,9,1,10,10,0.9,0.9,5,easy,2025-07-03 20:04:29,True
SmartBot6,9,1,10,10,0.9,0.9,7,easy,2025-07-03 20:04:29,True
SmartBot2,5,2,10,8,0.5,0.62,5,hard,2025-07-03 20:04:29,False
SmartBot5,6,2,10,9,0.6,0.67,6,hard,2025-07-03 20:04:30,False
SmartBot11,4,3,10,8,0.4,0.5,3,medium,2025-07-03 20:04:30,False
SmartBot11,8,2,10,10,0.8,0.8,8,easy,2025-07-03 20:04:30,True
SmartBot11,10,0,10,10,1.0,1.0,10,medium,2025-07-03 20:04:30,True
SmartBot5,9,1,10,10,0.9,0.9,8,easy,2025-07-03 20:04:30,True
SmartBot5,3,3,10,7,0.3,0.43,2,medium,2025-07-03 20:04:30,False
SmartBot1,8,2,10,10,0.8,0.8,5,easy,2025-07-03 20:04:30,True
SmartBot1,5,3,10,9,0.5,0.56,4,medium,2025-07-03 20:04:30,False
SmartBot4,8,2,10,10,0.8,0.8,8,medium,2025-07-03 20:04:30,True
SmartBot6,0,2,10,3,0.0,0.0,0,hard,2025-07-03 20:04:30,False
SmartBot5,8,2,10,10,0.8,0.8,5,easy,2025-07-03 20:04:30,True
SmartBot20,5,3,10,9,0.5,0.56,4,medium,2025-07-03 20:04:30,False
