Player,Score,Wrong,Total_questions,Accuracy,Difficulty,Date,Completed
RandomBot2,4,6,9,0.44,hard,2025-07-02 15:02:39,True
RandomBot7,9,1,10,0.9,easy,2025-07-02 15:02:39,True
RandomBot14,8,2,9,0.89,hard,2025-07-02 15:02:39,True
RandomBot17,3,3,6,0.5,medium,2025-07-02 15:02:39,False
RandomBot4,7,3,9,0.78,hard,2025-07-02 15:02:40,True
RandomBot15,2,3,5,0.4,medium,2025-07-02 15:02:40,False
RandomBot8,10,0,9,1.11,hard,2025-07-02 15:02:40,True
RandomBot2,3,3,6,0.5,medium,2025-07-02 15:02:40,False
RandomBot17,5,5,10,0.5,easy,2025-07-02 15:02:40,True
RandomBot18,4,3,6,0.67,medium,2025-07-02 15:02:41,False
RandomBot6,8,2,10,0.8,medium,2025-07-02 15:02:41,True
RandomBot9,8,2,10,0.8,medium,2025-07-02 15:02:41,True
RandomBot7,9,1,10,0.9,hard,2025-07-02 15:02:41,True
RandomBot1,10,0,9,1.11,hard,2025-07-02 15:02:42,True
RandomBot6,9,1,9,1.0,hard,2025-07-02 15:02:42,True
RandomBot10,8,2,10,0.8,easy,2025-07-02 15:02:42,True
RandomBot8,8,2,8,1.0,hard,2025-07-02 15:02:42,True
RandomBot10,5,3,8,0.62,medium,2025-07-02 15:02:43,False
RandomBot4,5,5,9,0.56,easy,2025-07-02 15:02:43,True
RandomBot6,6,4,9,0.67,easy,2025-07-02 15:02:43,True
RandomBot4,2,3,5,0.4,medium,2025-07-02 15:02:43,False
RandomBot11,6,4,10,0.6,easy,2025-07-02 15:02:44,True
RandomBot20,9,1,9,1.0,hard,2025-07-02 15:02:44,True
RandomBot13,7,3,10,0.7,easy,2025-07-02 15:02:44,True
RandomBot11,9,1,9,1.0,medium,2025-07-02 15:02:44,True
RandomBot3,5,3,7,0.71,medium,2025-07-02 15:02:44,False
RandomBot9,5,5,10,0.5,easy,2025-07-02 15:02:45,True
RandomBot18,6,3,7,0.86,medium,2025-07-02 15:02:45,False
RandomBot16,8,2,9,0.89,easy,2025-07-02 15:02:45,True
RandomBot3,7,3,9,0.78,hard,2025-07-02 15:02:45,True
RandomBot13,5,3,7,0.71,medium,2025-07-02 15:02:46,False
RandomBot19,7,3,10,0.7,hard,2025-07-02 15:02:46,True
RandomBot16,7,3,10,0.7,easy,2025-07-02 15:02:46,True
RandomBot11,5,5,10,0.5,hard,2025-07-02 15:02:46,True
RandomBot15,1,3,4,0.25,medium,2025-07-02 15:02:47,False
RandomBot1,1,3,4,0.25,medium,2025-07-02 15:02:47,False
RandomBot4,9,1,7,1.29,hard,2025-07-02 15:02:47,True
RandomBot11,6,3,9,0.67,medium,2025-07-02 15:02:47,False
RandomBot14,8,2,10,0.8,easy,2025-07-02 15:02:47,True
RandomBot20,4,3,7,0.57,medium,2025-07-02 15:02:48,False
RandomBot20,8,2,10,0.8,medium,2025-07-02 15:02:48,True
RandomBot7,9,1,10,0.9,hard,2025-07-02 15:02:48,True
RandomBot7,8,2,10,0.8,medium,2025-07-02 15:02:48,True
RandomBot16,7,3,9,0.78,hard,2025-07-02 15:02:49,True
RandomBot14,8,2,9,0.89,medium,2025-07-02 15:02:49,True
RandomBot10,5,5,10,0.5,easy,2025-07-02 15:02:49,True
RandomBot17,7,3,10,0.7,easy,2025-07-02 15:02:49,True
RandomBot20,10,0,10,1.0,medium,2025-07-02 15:02:50,True
RandomBot4,9,1,9,1.0,easy,2025-07-02 15:02:50,True
RandomBot7,8,2,9,0.89,easy,2025-07-02 15:02:50,True
RandomBot6,9,1,10,0.9,hard,2025-07-02 15:02:50,True
RandomBot13,6,4,9,0.67,easy,2025-07-02 15:02:51,True
RandomBot13,2,3,5,0.4,medium,2025-07-02 15:02:51,False
RandomBot15,8,2,9,0.89,medium,2025-07-02 15:02:51,True
RandomBot3,7,3,10,0.7,medium,2025-07-02 15:02:51,True
RandomBot3,6,4,9,0.67,easy,2025-07-02 15:02:52,True
RandomBot5,7,3,9,0.78,easy,2025-07-02 15:02:52,True
RandomBot2,5,5,9,0.56,hard,2025-07-02 15:02:52,True
RandomBot7,3,7,10,0.3,easy,2025-07-02 15:02:52,True
RandomBot14,1,3,4,0.25,medium,2025-07-02 15:02:53,False
RandomBot10,5,5,10,0.5,easy,2025-07-02 15:02:53,True
RandomBot17,6,4,9,0.67,hard,2025-07-02 15:02:53,True
RandomBot14,6,4,10,0.6,hard,2025-07-02 15:02:53,True
RandomBot2,7,3,9,0.78,easy,2025-07-02 15:02:54,True
RandomBot12,8,2,9,0.89,hard,2025-07-02 15:02:54,True
RandomBot5,3,3,5,0.6,medium,2025-07-02 15:02:54,False
RandomBot8,9,1,10,0.9,hard,2025-07-02 15:02:54,True
RandomBot11,8,2,9,0.89,hard,2025-07-02 15:02:54,True
RandomBot4,8,2,10,0.8,hard,2025-07-02 15:02:55,True
RandomBot1,7,3,10,0.7,hard,2025-07-02 15:02:55,True
RandomBot20,3,7,10,0.3,easy,2025-07-02 15:02:55,True
RandomBot19,8,2,8,1.0,medium,2025-07-02 15:02:56,True
RandomBot15,6,3,9,0.67,medium,2025-07-02 15:02:56,False
RandomBot6,6,3,9,0.67,medium,2025-07-02 15:02:56,False
RandomBot4,8,2,9,0.89,medium,2025-07-02 15:02:56,True
RandomBot18,7,3,10,0.7,hard,2025-07-02 15:02:57,True
RandomBot14,8,2,9,0.89,medium,2025-07-02 15:02:57,True
RandomBot14,5,5,10,0.5,easy,2025-07-02 15:02:57,True
RandomBot18,1,3,4,0.25,medium,2025-07-02 15:02:57,False
RandomBot14,7,3,10,0.7,easy,2025-07-02 15:02:57,True
RandomBot16,8,2,10,0.8,medium,2025-07-02 15:02:58,True
RandomBot18,6,3,8,0.75,medium,2025-07-02 15:02:58,False
RandomBot19,7,3,10,0.7,hard,2025-07-02 15:02:58,True
RandomBot7,4,6,10,0.4,hard,2025-07-02 15:02:59,True
RandomBot18,6,3,9,0.67,medium,2025-07-02 15:02:59,False
RandomBot4,8,2,10,0.8,easy,2025-07-02 15:02:59,True
RandomBot17,7,3,10,0.7,easy,2025-07-02 15:02:59,True
RandomBot15,5,5,10,0.5,hard,2025-07-02 15:03:00,True
RandomBot9,7,3,9,0.78,medium,2025-07-02 15:03:00,True
RandomBot4,6,4,10,0.6,easy,2025-07-02 15:03:00,True
RandomBot3,5,3,8,0.62,medium,2025-07-02 15:03:00,False
RandomBot5,7,3,9,0.78,medium,2025-07-02 15:03:01,True
RandomBot15,8,2,10,0.8,hard,2025-07-02 15:03:01,True
RandomBot5,5,5,10,0.5,easy,2025-07-02 15:03:01,True
RandomBot20,8,2,10,0.8,easy,2025-07-02 15:03:01,True
RandomBot13,7,3,10,0.7,easy,2025-07-02 15:03:02,True
RandomBot20,3,3,6,0.5,medium,2025-07-02 15:03:02,False
RandomBot1,9,1,10,0.9,hard,2025-07-02 15:03:02,True
RandomBot6,8,2,10,0.8,easy,2025-07-02 15:03:02,True
RandomBot8,10,0,9,1.11,easy,2025-07-02 15:03:03,True
RandomBot5,7,3,9,0.78,easy,2025-07-02 15:03:03,True
RandomBot16,8,2,9,0.89,medium,2025-07-02 15:03:03,True
RandomBot18,8,2,10,0.8,medium,2025-07-02 15:03:04,True
RandomBot16,6,4,9,0.67,hard,2025-07-02 15:03:04,True
RandomBot17,8,2,10,0.8,easy,2025-07-02 15:03:04,True
RandomBot1,6,4,10,0.6,hard,2025-07-02 15:03:04,True
RandomBot12,7,3,10,0.7,easy,2025-07-02 15:03:05,True
RandomBot10,5,5,10,0.5,hard,2025-07-02 15:03:05,True
RandomBot17,8,2,9,0.89,easy,2025-07-02 15:03:05,True
RandomBot11,6,3,9,0.67,medium,2025-07-02 15:03:05,False
RandomBot5,7,3,9,0.78,easy,2025-07-02 15:03:06,True
RandomBot15,3,3,6,0.5,medium,2025-07-02 15:03:06,False
RandomBot9,4,3,7,0.57,medium,2025-07-02 15:03:06,False
RandomBot6,9,1,9,1.0,hard,2025-07-02 15:03:06,True
RandomBot19,5,3,8,0.62,medium,2025-07-02 15:03:06,False
RandomBot16,7,3,10,0.7,easy,2025-07-02 15:03:07,True
RandomBot20,6,3,9,0.67,medium,2025-07-02 15:03:07,False
RandomBot9,4,6,10,0.4,easy,2025-07-02 15:03:07,True
RandomBot19,8,2,9,0.89,easy,2025-07-02 15:03:08,True
RandomBot17,6,3,8,0.75,medium,2025-07-02 15:03:08,False
RandomBot7,8,2,9,0.89,medium,2025-07-02 15:03:08,True
RandomBot5,7,3,10,0.7,easy,2025-07-02 15:03:08,True
RandomBot2,8,2,10,0.8,medium,2025-07-02 15:03:09,True
RandomBot15,8,2,10,0.8,easy,2025-07-02 15:03:09,True
RandomBot19,7,3,10,0.7,medium,2025-07-02 15:03:09,True
RandomBot19,7,3,9,0.78,hard,2025-07-02 15:03:09,True
RandomBot2,6,4,10,0.6,hard,2025-07-02 15:03:10,True
RandomBot8,7,3,9,0.78,hard,2025-07-02 15:03:10,True
RandomBot16,7,3,10,0.7,easy,2025-07-02 15:03:10,True
RandomBot19,0,3,3,0.0,medium,2025-07-02 15:03:10,False
RandomBot19,7,3,10,0.7,hard,2025-07-02 15:03:11,True
RandomBot1,6,4,10,0.6,hard,2025-07-02 15:03:11,True
RandomBot10,8,2,10,0.8,medium,2025-07-02 15:03:11,True
RandomBot5,8,2,10,0.8,medium,2025-07-02 15:03:11,True
RandomBot4,7,3,10,0.7,easy,2025-07-02 15:03:12,True
RandomBot1,6,4,7,0.86,easy,2025-07-02 15:03:12,True
RandomBot8,9,1,10,0.9,hard,2025-07-02 15:03:12,True
RandomBot14,5,5,10,0.5,easy,2025-07-02 15:03:12,True
RandomBot12,5,3,8,0.62,medium,2025-07-02 15:03:13,False
RandomBot19,7,3,10,0.7,medium,2025-07-02 15:03:13,True
RandomBot18,4,6,9,0.44,hard,2025-07-02 15:03:13,True
RandomBot16,7,3,10,0.7,hard,2025-07-02 15:03:14,True
RandomBot19,0,3,2,0.0,medium,2025-07-02 15:03:14,False
RandomBot15,3,3,5,0.6,medium,2025-07-02 15:03:14,False
RandomBot7,7,3,9,0.78,hard,2025-07-02 15:03:14,True
RandomBot14,5,3,8,0.62,medium,2025-07-02 15:03:14,False
RandomBot13,8,2,7,1.14,medium,2025-07-02 15:03:14,True
RandomBot6,5,3,8,0.62,medium,2025-07-02 15:03:15,False
RandomBot5,0,3,2,0.0,medium,2025-07-02 15:03:15,False
RandomBot14,6,4,10,0.6,easy,2025-07-02 15:03:15,True
RandomBot6,7,3,9,0.78,hard,2025-07-02 15:03:15,True
RandomBot2,6,4,10,0.6,easy,2025-07-02 15:03:16,True
RandomBot20,8,2,10,0.8,hard,2025-07-02 15:03:16,True
RandomBot17,8,2,10,0.8,easy,2025-07-02 15:03:16,True
RandomBot13,2,3,5,0.4,medium,2025-07-02 15:03:16,False
RandomBot14,9,1,10,0.9,medium,2025-07-02 15:03:17,True
RandomBot16,7,3,8,0.88,hard,2025-07-02 15:03:17,True
RandomBot13,9,1,10,0.9,medium,2025-07-02 15:03:17,True
RandomBot1,8,2,9,0.89,easy,2025-07-02 15:03:17,True
RandomBot3,7,3,10,0.7,hard,2025-07-02 15:03:18,True
RandomBot17,6,4,9,0.67,easy,2025-07-02 15:03:18,True
RandomBot19,9,1,9,1.0,medium,2025-07-02 15:03:18,True
RandomBot6,6,3,9,0.67,medium,2025-07-02 15:03:18,False
RandomBot3,5,3,7,0.71,medium,2025-07-02 15:03:19,False
RandomBot17,8,2,9,0.89,medium,2025-07-02 15:03:19,True
RandomBot7,4,3,7,0.57,medium,2025-07-02 15:03:19,False
RandomBot4,6,4,10,0.6,hard,2025-07-02 15:03:19,True
RandomBot19,4,6,9,0.44,easy,2025-07-02 15:03:20,True
RandomBot4,4,3,7,0.57,medium,2025-07-02 15:03:20,False
RandomBot12,6,4,10,0.6,hard,2025-07-02 15:03:20,True
RandomBot4,8,2,10,0.8,easy,2025-07-02 15:03:20,True
RandomBot10,7,3,10,0.7,medium,2025-07-02 15:03:21,True
RandomBot2,5,5,10,0.5,easy,2025-07-02 15:03:21,True
RandomBot2,5,3,7,0.71,medium,2025-07-02 15:03:21,False
RandomBot11,5,5,10,0.5,easy,2025-07-02 15:03:21,True
RandomBot18,5,5,10,0.5,easy,2025-07-02 15:03:22,True
RandomBot10,7,3,8,0.88,easy,2025-07-02 15:03:22,True
RandomBot7,3,3,6,0.5,medium,2025-07-02 15:03:22,False
RandomBot2,9,1,10,0.9,easy,2025-07-02 15:03:22,True
RandomBot19,7,3,9,0.78,easy,2025-07-02 15:03:23,True
RandomBot8,6,3,9,0.67,medium,2025-07-02 15:03:23,False
RandomBot9,8,2,9,0.89,medium,2025-07-02 15:03:23,True
RandomBot14,4,6,10,0.4,hard,2025-07-02 15:03:23,True
RandomBot11,3,7,9,0.33,easy,2025-07-02 15:03:24,True
RandomBot1,1,3,4,0.25,medium,2025-07-02 15:03:24,False
RandomBot9,8,2,10,0.8,medium,2025-07-02 15:03:24,True
RandomBot20,8,2,10,0.8,hard,2025-07-02 15:03:24,True
RandomBot16,7,3,10,0.7,easy,2025-07-02 15:03:25,True
RandomBot3,8,2,10,0.8,hard,2025-07-02 15:03:25,True
RandomBot7,8,2,10,0.8,medium,2025-07-02 15:03:25,True
RandomBot7,8,2,8,1.0,medium,2025-07-02 15:03:25,True
RandomBot10,6,4,10,0.6,easy,2025-07-02 15:03:26,True
RandomBot13,6,4,10,0.6,easy,2025-07-02 15:03:26,True
RandomBot20,8,2,8,1.0,medium,2025-07-02 15:03:26,True
RandomBot5,8,2,10,0.8,easy,2025-07-02 15:03:27,True
RandomBot2,2,3,5,0.4,medium,2025-07-02 15:03:27,False
RandomBot16,1,3,4,0.25,medium,2025-07-02 15:03:27,False
RandomBot1,7,3,10,0.7,hard,2025-07-02 15:03:27,True
RandomBot8,8,2,8,1.0,hard,2025-07-02 15:03:27,True
RandomBot16,7,3,9,0.78,easy,2025-07-02 15:03:28,True
RandomBot15,6,4,10,0.6,easy,2025-07-02 15:03:28,True
RandomBot11,9,1,9,1.0,medium,2025-07-02 15:03:28,True
RandomBot11,9,1,9,1.0,hard,2025-07-02 15:03:28,True
RandomBot18,7,3,10,0.7,easy,2025-07-02 15:03:29,True
RandomBot4,4,6,10,0.4,hard,2025-07-02 15:03:29,True
RandomBot8,9,1,8,1.12,hard,2025-07-02 15:03:29,True
RandomBot19,7,3,10,0.7,easy,2025-07-02 15:03:30,True
RandomBot11,8,2,9,0.89,easy,2025-07-02 15:03:30,True
RandomBot16,5,5,9,0.56,easy,2025-07-02 15:03:30,True
RandomBot1,6,4,10,0.6,hard,2025-07-02 15:03:30,True
RandomBot3,8,2,10,0.8,hard,2025-07-02 15:03:31,True
RandomBot15,5,5,9,0.56,easy,2025-07-02 15:03:31,True
RandomBot6,5,3,8,0.62,medium,2025-07-02 15:03:31,False
RandomBot19,6,3,9,0.67,medium,2025-07-02 15:03:31,False
RandomBot7,8,2,10,0.8,hard,2025-07-02 15:03:32,True
RandomBot16,6,4,10,0.6,hard,2025-07-02 15:03:32,True
RandomBot2,6,4,10,0.6,hard,2025-07-02 15:03:32,True
RandomBot9,7,3,9,0.78,easy,2025-07-02 15:03:33,True
RandomBot20,5,5,10,0.5,easy,2025-07-02 15:03:33,True
RandomBot19,5,3,6,0.83,medium,2025-07-02 15:03:33,False
RandomBot5,6,4,10,0.6,hard,2025-07-02 15:03:33,True
RandomBot15,3,3,6,0.5,medium,2025-07-02 15:03:33,False
RandomBot7,9,1,10,0.9,easy,2025-07-02 15:03:34,True
RandomBot6,6,4,9,0.67,hard,2025-07-02 15:03:34,True
RandomBot15,6,4,9,0.67,easy,2025-07-02 15:03:34,True
RandomBot18,8,2,9,0.89,easy,2025-07-02 15:03:35,True
RandomBot18,6,4,9,0.67,easy,2025-07-02 15:03:35,True
RandomBot17,7,3,10,0.7,medium,2025-07-02 15:03:35,True
RandomBot11,8,2,10,0.8,easy,2025-07-02 15:03:35,True
RandomBot15,5,5,10,0.5,hard,2025-07-02 15:03:36,True
RandomBot10,8,2,10,0.8,easy,2025-07-02 15:03:36,True
RandomBot18,5,5,10,0.5,easy,2025-07-02 15:03:36,True
RandomBot11,10,0,10,1.0,hard,2025-07-02 15:03:37,True
RandomBot9,7,3,10,0.7,hard,2025-07-02 15:03:37,True
RandomBot3,6,4,9,0.67,easy,2025-07-02 15:03:37,True
RandomBot6,8,2,9,0.89,hard,2025-07-02 15:03:37,True
RandomBot14,4,6,10,0.4,easy,2025-07-02 15:03:38,True
RandomBot8,7,3,10,0.7,hard,2025-07-02 15:03:38,True
RandomBot7,8,2,10,0.8,easy,2025-07-02 15:03:38,True
RandomBot3,7,3,9,0.78,easy,2025-07-02 15:03:38,True
RandomBot12,1,3,3,0.33,medium,2025-07-02 15:03:39,False
RandomBot10,4,3,6,0.67,medium,2025-07-02 15:03:39,False
RandomBot18,7,3,10,0.7,easy,2025-07-02 15:03:39,True
RandomBot13,9,1,9,1.0,easy,2025-07-02 15:03:39,True
RandomBot7,8,2,10,0.8,medium,2025-07-02 15:03:40,True
RandomBot10,7,3,9,0.78,easy,2025-07-02 15:03:40,True
RandomBot15,8,2,10,0.8,easy,2025-07-02 15:03:40,True
RandomBot8,7,3,9,0.78,easy,2025-07-02 15:03:40,True
RandomBot8,3,3,6,0.5,medium,2025-07-02 15:03:41,False
RandomBot20,6,4,10,0.6,hard,2025-07-02 15:03:41,True
RandomBot16,7,3,10,0.7,easy,2025-07-02 15:03:41,True
RandomBot8,8,2,8,1.0,medium,2025-07-02 15:03:41,True
RandomBot4,6,3,8,0.75,medium,2025-07-02 15:03:42,False
RandomBot9,5,5,9,0.56,hard,2025-07-02 15:03:42,True
RandomBot15,6,4,9,0.67,easy,2025-07-02 15:03:42,True
RandomBot8,6,4,7,0.86,easy,2025-07-02 15:03:42,True
RandomBot10,6,4,10,0.6,easy,2025-07-02 15:03:43,True
RandomBot1,7,3,9,0.78,hard,2025-07-02 15:03:43,True
RandomBot15,5,3,8,0.62,medium,2025-07-02 15:03:43,False
RandomBot2,9,1,10,0.9,hard,2025-07-02 15:03:44,True
RandomBot16,7,3,10,0.7,easy,2025-07-02 15:03:44,True
RandomBot11,6,4,8,0.75,easy,2025-07-02 15:03:44,True
RandomBot7,7,3,10,0.7,medium,2025-07-02 15:03:44,True
RandomBot19,8,2,9,0.89,easy,2025-07-02 15:03:45,True
RandomBot18,7,3,9,0.78,hard,2025-07-02 15:03:45,True
RandomBot10,8,2,10,0.8,easy,2025-07-02 15:03:45,True
RandomBot10,7,3,10,0.7,medium,2025-07-02 15:03:45,True
RandomBot14,9,1,8,1.12,medium,2025-07-02 15:03:46,True
RandomBot20,6,3,9,0.67,medium,2025-07-02 15:03:46,False
RandomBot20,8,2,10,0.8,hard,2025-07-02 15:03:46,True
RandomBot8,7,3,10,0.7,easy,2025-07-02 15:03:47,True
RandomBot15,7,3,10,0.7,easy,2025-07-02 15:03:47,True
RandomBot15,8,2,9,0.89,hard,2025-07-02 15:03:47,True
RandomBot20,5,3,8,0.62,medium,2025-07-02 15:03:47,False
RandomBot1,3,3,6,0.5,medium,2025-07-02 15:03:48,False
RandomBot11,8,2,10,0.8,hard,2025-07-02 15:03:48,True
RandomBot15,7,3,9,0.78,hard,2025-07-02 15:03:48,True
RandomBot2,6,4,9,0.67,easy,2025-07-02 15:03:48,True
RandomBot5,7,3,10,0.7,hard,2025-07-02 15:03:49,True
RandomBot4,5,5,10,0.5,hard,2025-07-02 15:03:49,True
RandomBot10,8,2,10,0.8,medium,2025-07-02 15:03:49,True
RandomBot8,0,3,3,0.0,medium,2025-07-02 15:03:49,False
RandomBot13,7,3,9,0.78,easy,2025-07-02 15:03:50,True
RandomBot1,6,4,9,0.67,easy,2025-07-02 15:03:50,True
RandomBot20,7,3,9,0.78,medium,2025-07-02 15:03:50,True
RandomBot20,7,3,9,0.78,easy,2025-07-02 15:03:50,True
RandomBot17,8,2,9,0.89,hard,2025-07-02 15:03:51,True
RandomBot15,8,2,10,0.8,medium,2025-07-02 15:03:51,True
RandomBot13,9,1,9,1.0,easy,2025-07-02 15:03:51,True
RandomBot8,2,3,5,0.4,medium,2025-07-02 15:03:51,False
RandomBot8,5,3,7,0.71,medium,2025-07-02 15:03:52,False
RandomBot10,1,3,4,0.25,medium,2025-07-02 15:03:52,False
RandomBot3,3,3,6,0.5,medium,2025-07-02 15:03:52,False
RandomBot8,7,3,9,0.78,easy,2025-07-02 15:03:52,True
RandomBot15,6,3,9,0.67,medium,2025-07-02 15:03:52,False
RandomBot10,7,3,8,0.88,easy,2025-07-02 15:03:53,True
RandomBot15,9,1,9,1.0,hard,2025-07-02 15:03:53,True
RandomBot2,8,2,9,0.89,medium,2025-07-02 15:03:53,True
RandomBot10,6,3,9,0.67,medium,2025-07-02 15:03:53,False
RandomBot4,7,3,9,0.78,easy,2025-07-02 15:03:54,True
RandomBot17,5,5,10,0.5,hard,2025-07-02 15:03:54,True
RandomBot15,8,2,9,0.89,easy,2025-07-02 15:03:54,True
RandomBot19,6,4,9,0.67,easy,2025-07-02 15:03:55,True
RandomBot15,5,5,10,0.5,easy,2025-07-02 15:03:55,True
RandomBot4,7,3,10,0.7,hard,2025-07-02 15:03:55,True
RandomBot20,9,1,9,1.0,medium,2025-07-02 15:03:55,True
RandomBot11,9,1,10,0.9,easy,2025-07-02 15:03:56,True
RandomBot16,6,4,9,0.67,easy,2025-07-02 15:03:56,True
RandomBot13,5,3,7,0.71,medium,2025-07-02 15:03:56,False
RandomBot4,5,5,10,0.5,easy,2025-07-02 15:03:57,True
RandomBot2,8,2,10,0.8,medium,2025-07-02 15:03:57,True
RandomBot17,8,2,10,0.8,hard,2025-07-02 15:03:57,True
RandomBot6,0,3,3,0.0,medium,2025-07-02 15:03:57,False
RandomBot6,4,3,7,0.57,medium,2025-07-02 15:03:57,False
RandomBot10,7,3,10,0.7,hard,2025-07-02 15:03:58,True
RandomBot9,6,4,8,0.75,hard,2025-07-02 15:03:58,True
RandomBot12,8,2,9,0.89,medium,2025-07-02 15:03:58,True
RandomBot19,4,6,10,0.4,hard,2025-07-02 15:03:59,True
RandomBot13,8,2,10,0.8,hard,2025-07-02 15:03:59,True
RandomBot8,5,3,8,0.62,medium,2025-07-02 15:03:59,False
RandomBot14,6,4,10,0.6,easy,2025-07-02 15:03:59,True
RandomBot14,10,0,9,1.11,medium,2025-07-02 15:04:00,True
RandomBot14,5,5,9,0.56,easy,2025-07-02 15:04:00,True
RandomBot16,8,2,10,0.8,hard,2025-07-02 15:04:00,True
RandomBot14,3,3,6,0.5,medium,2025-07-02 15:04:00,False
RandomBot12,7,3,10,0.7,easy,2025-07-02 15:04:01,True
RandomBot14,8,2,9,0.89,hard,2025-07-02 15:04:01,True
RandomBot20,9,1,9,1.0,medium,2025-07-02 15:04:01,True
RandomBot3,7,3,10,0.7,easy,2025-07-02 15:04:02,True
RandomBot19,6,4,10,0.6,easy,2025-07-02 15:04:02,True
RandomBot1,6,4,10,0.6,hard,2025-07-02 15:04:02,True
RandomBot12,4,6,10,0.4,easy,2025-07-02 15:04:02,True
RandomBot9,7,3,9,0.78,hard,2025-07-02 15:04:03,True
RandomBot16,8,2,9,0.89,hard,2025-07-02 15:04:03,True
RandomBot20,9,1,8,1.12,hard,2025-07-02 15:04:03,True
RandomBot17,8,2,9,0.89,hard,2025-07-02 15:04:04,True
RandomBot19,1,3,4,0.25,medium,2025-07-02 15:04:04,False
RandomBot4,3,3,6,0.5,medium,2025-07-02 15:04:04,False
RandomBot2,6,4,10,0.6,easy,2025-07-02 15:04:04,True
RandomBot16,9,1,10,0.9,hard,2025-07-02 15:04:04,True
RandomBot3,2,3,4,0.5,medium,2025-07-02 15:04:05,False
RandomBot9,6,3,9,0.67,medium,2025-07-02 15:04:05,False
RandomBot8,9,1,10,0.9,medium,2025-07-02 15:04:05,True
RandomBot17,7,3,9,0.78,hard,2025-07-02 15:04:05,True
RandomBot15,0,3,3,0.0,medium,2025-07-02 15:04:06,False
RandomBot10,4,3,7,0.57,medium,2025-07-02 15:04:06,False
RandomBot14,6,4,10,0.6,hard,2025-07-02 15:04:06,True
RandomBot7,3,3,6,0.5,medium,2025-07-02 15:04:06,False
RandomBot16,5,5,9,0.56,hard,2025-07-02 15:04:06,True
RandomBot12,7,3,10,0.7,hard,2025-07-02 15:04:07,True
RandomBot9,7,3,9,0.78,medium,2025-07-02 15:04:07,True
RandomBot9,8,2,10,0.8,hard,2025-07-02 15:04:07,True
RandomBot16,8,2,10,0.8,hard,2025-07-02 15:04:08,True
RandomBot13,0,3,3,0.0,medium,2025-07-02 15:04:08,False
RandomBot10,5,5,8,0.62,hard,2025-07-02 15:04:08,True
RandomBot17,7,3,10,0.7,hard,2025-07-02 15:04:08,True
RandomBot12,6,4,10,0.6,hard,2025-07-02 15:04:09,True
RandomBot2,5,5,10,0.5,hard,2025-07-02 15:04:09,True
RandomBot2,6,4,9,0.67,hard,2025-07-02 15:04:09,True
RandomBot10,2,3,5,0.4,medium,2025-07-02 15:04:09,False
RandomBot3,5,5,9,0.56,easy,2025-07-02 15:04:10,True
RandomBot18,6,4,9,0.67,easy,2025-07-02 15:04:10,True
RandomBot9,4,3,7,0.57,medium,2025-07-02 15:04:10,False
RandomBot17,9,1,9,1.0,hard,2025-07-02 15:04:10,True
RandomBot6,10,0,10,1.0,easy,2025-07-02 15:04:11,True
RandomBot11,5,5,9,0.56,hard,2025-07-02 15:04:11,True
RandomBot13,7,3,8,0.88,easy,2025-07-02 15:04:11,True
RandomBot5,4,3,7,0.57,medium,2025-07-02 15:04:11,False
RandomBot4,7,3,9,0.78,hard,2025-07-02 15:04:12,True
RandomBot17,1,3,4,0.25,medium,2025-07-02 15:04:12,False
RandomBot14,4,3,6,0.67,medium,2025-07-02 15:04:12,False
RandomBot20,6,3,9,0.67,medium,2025-07-02 15:04:12,False
RandomBot3,7,3,8,0.88,easy,2025-07-02 15:04:13,True
RandomBot17,7,3,8,0.88,hard,2025-07-02 15:04:13,True
RandomBot1,5,5,10,0.5,hard,2025-07-02 15:04:13,True
RandomBot12,6,4,10,0.6,easy,2025-07-02 15:04:13,True
RandomBot11,9,1,9,1.0,medium,2025-07-02 15:04:14,True
RandomBot8,7,3,9,0.78,medium,2025-07-02 15:04:14,True
RandomBot17,9,1,10,0.9,hard,2025-07-02 15:04:14,True
RandomBot14,6,4,8,0.75,easy,2025-07-02 15:04:14,True
RandomBot10,3,3,6,0.5,medium,2025-07-02 15:04:15,False
RandomBot19,8,2,10,0.8,medium,2025-07-02 15:04:15,True
RandomBot19,7,3,10,0.7,easy,2025-07-02 15:04:15,True
RandomBot16,2,3,5,0.4,medium,2025-07-02 15:04:15,False
RandomBot9,8,2,10,0.8,hard,2025-07-02 15:04:16,True
RandomBot15,8,2,10,0.8,medium,2025-07-02 15:04:16,True
RandomBot1,4,3,7,0.57,medium,2025-07-02 15:04:16,False
RandomBot4,8,2,10,0.8,medium,2025-07-02 15:04:17,True
RandomBot20,8,2,10,0.8,hard,2025-07-02 15:04:17,True
RandomBot5,9,1,10,0.9,medium,2025-07-02 15:04:17,True
RandomBot4,8,2,10,0.8,easy,2025-07-02 15:04:17,True
RandomBot8,6,4,10,0.6,easy,2025-07-02 15:04:18,True
RandomBot16,7,3,10,0.7,hard,2025-07-02 15:04:18,True
RandomBot6,8,2,9,0.89,medium,2025-07-02 15:04:18,True
RandomBot1,5,3,8,0.62,medium,2025-07-02 15:04:19,False
RandomBot4,9,1,10,0.9,medium,2025-07-02 15:04:19,True
RandomBot10,7,3,10,0.7,hard,2025-07-02 15:04:19,True
RandomBot6,2,3,4,0.5,medium,2025-07-02 15:04:19,False
